,www.nytimes.com,static01.nytimes.com,purr.nytimes.com,nytimes.com,nyt.com,g1.nyt.com,a.nytimes.com,wikipedia.org,wikimedia.org,upload.wikimedia.org,en.wikipedia.org,mmg.whatsapp.net,media-lhr8-2.cdn.whatsapp.net,media-lhr8-1.cdn.whatsapp.net,media-lhr6-2.cdn.whatsapp.net,media-lhr6-1.cdn.whatsapp.net,media-ams4-1.cdn.whatsapp.net,media-ams2-1.cdn.whatsapp.net,www.cat.com,scene7.com,s7d2.scene7.com,www.netflix.com,web.prod.cloud.netflix.com,occ-0-768-769.1.nflxso.net,nflxvideo.net,nflxso.net,netflix.com
en.wikipedia.org,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8326923814716511,0.9554940447414222,0.9554940447414222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mmg.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954787482070775,0.9960814861375799,0.9959824427135313,0.9960664075361247,0.9701330343750653,0.9716892564062373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
media-lhr8-2.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954787482070775,1.0,0.9725999325867166,0.9774309016537215,0.9774420962375587,0.9952744786484737,0.9956569957696777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
media-lhr8-1.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9960814861375799,0.9725999325867166,1.0,0.9529245401404753,0.9530715972295319,0.9945526733098375,0.9962700239555332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
media-lhr6-2.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9959824427135313,0.9774309016537215,0.9529245401404753,1.0,0.9496965491009562,0.9941905165876245,0.9961611802394801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
media-lhr6-1.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9960664075361247,0.9774420962375587,0.9530715972295319,0.9496965491009562,1.0,0.9942519009270413,0.9962607479017968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
media-ams4-1.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9701330343750653,0.9952744786484737,0.9945526733098375,0.9941905165876245,0.9942519009270413,1.0,0.9716202586207574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
media-ams2-1.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9716892564062373,0.9956569957696777,0.9962700239555332,0.9961611802394801,0.9962607479017968,0.9716202586207574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
www.cat.com,1.0,1.0,1.0,0.9997990369886829,1.0,1.0,0.9998995134455676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9465584067917222,0.9465584067917222,1.0,1.0,1.0,1.0,1.0,1.0
scene7.com,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9465584067917222,1.0,0.39759391247312265,1.0,1.0,1.0,1.0,1.0,1.0
s7d2.scene7.com,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9465584067917222,0.39759391247312265,1.0,1.0,1.0,1.0,1.0,1.0,1.0
www.netflix.com,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9960767121894486,0.9792792887661192,0.852049087467451,0.9331233318084664,0.9907861051874894
web.prod.cloud.netflix.com,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9960767121894486,1.0,0.9638037208137675,0.9263017920903026,0.8849261617838318,0.2901217827844332
occ-0-768-769.1.nflxso.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9792792887661192,0.9638037208137675,1.0,0.8896090064575288,0.00024187977571309087,0.942735879344398
nflxvideo.net,0.9889175969448182,0.9796627066342151,0.9994879828439507,0.8282878816503245,0.98998407730824,0.98998407730824,0.9975356390101328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.852049087467451,0.9263017920903026,0.8896090064575288,1.0,0.6644698128464043,0.83506662155584
nflxso.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9331233318084664,0.8849261617838318,0.00024187977571309087,0.6644698128464043,1.0,0.8271155005005562
netflix.com,0.9992859292431349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9907861051874894,0.2901217827844332,0.942735879344398,0.83506662155584,0.8271155005005562,1.0
