,www.nytimes.com,static01.nytimes.com,purr.nytimes.com,nytimes.com,nyt.com,g1.nyt.com,a.nytimes.com,wikipedia.org,wikimedia.org,upload.wikimedia.org,en.wikipedia.org,mmg.whatsapp.net,media-lhr8-2.cdn.whatsapp.net,media-lhr8-1.cdn.whatsapp.net,media-lhr6-2.cdn.whatsapp.net,media-lhr6-1.cdn.whatsapp.net,media-ams4-1.cdn.whatsapp.net,media-ams2-1.cdn.whatsapp.net,www.cat.com,scene7.com,s7d2.scene7.com,www.netflix.com,web.prod.cloud.netflix.com,occ-0-768-769.1.nflxso.net,nflxvideo.net,nflxso.net,netflix.com
en.wikipedia.org,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.961725882654476,0.881405701667561,0.881405701667561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994668677928695,0.9999266629375212,0.9998181135421632,0.9993276550073075,0.9993478502084624,0.9998512535103234
mmg.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962095243289713,0.9962114128678,0.9962117857073721,0.9962117852980077,0.9952391888657881,0.9966179233711627,0.9998938902962317,0.9999189930157397,0.9999189930157397,1.0,1.0,1.0,1.0,1.0,1.0
media-lhr8-2.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962095243289713,1.0,0.9956030510344167,0.9956033087536509,0.9956032875924776,0.9945103286149247,0.9961068976251557,0.9998904050615899,0.9999081182636229,0.9999081182636229,1.0,1.0,1.0,1.0,1.0,1.0
media-lhr8-1.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962114128678,0.9956030510344167,1.0,0.9956025616188728,0.9956025423237477,0.9945111327499887,0.9961087060655042,0.9998903327032547,0.9999083250239346,0.9999083250239346,1.0,1.0,1.0,1.0,1.0,1.0
media-lhr6-2.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962117857073721,0.9956033087536509,0.9956025616188728,1.0,0.9956025154945418,0.9945113157620705,0.9961090648417973,0.9998903183453454,0.9999083614116077,0.9999083614116077,1.0,1.0,1.0,1.0,1.0,1.0
media-lhr6-1.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962117852980077,0.9956032875924776,0.9956025423237477,0.9956025154945418,1.0,0.9945112930416387,0.9961090658345748,0.9998903294594166,0.9999083640183561,0.9999083640183561,1.0,1.0,1.0,1.0,1.0,1.0
media-ams4-1.cdn.whatsapp.net,0.9760818367351137,0.9999768084180373,0.9999917292699766,0.9997769656207769,0.9998966224854863,0.9998966224854863,0.9999990036180416,1.0,1.0,1.0,1.0,0.9952391888657881,0.9945103286149247,0.9945111327499887,0.9945113157620705,0.9945112930416387,1.0,0.995062783052827,0.999791533912947,0.999891472251243,0.999891472251243,0.9973009296598889,0.9997975427751212,0.9995657190956843,0.9976026502096277,0.9982153573333151,0.9993114146358781
media-ams2-1.cdn.whatsapp.net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966179233711627,0.9961068976251557,0.9961087060655042,0.9961090648417973,0.9961090658345748,0.995062783052827,1.0,0.9998488131474257,0.999917555935785,0.999917555935785,1.0,1.0,1.0,1.0,1.0,1.0
www.cat.com,0.9961355668866562,0.9981848041907091,0.9999842791386129,0.9824250531737493,0.9993070528810127,0.9993070528810127,0.9992542863486027,1.0,1.0,1.0,1.0,0.9998938902962317,0.9998904050615899,0.9998903327032547,0.9998903183453454,0.9998903294594166,0.999791533912947,0.9998488131474257,1.0,0.859973229118622,0.859973229118622,1.0,0.9999384243989545,0.9992781617846146,0.9984261898692717,0.9974758448336235,0.9999369640076131
scene7.com,0.9999981333035574,0.9999992948250045,1.0,0.9999928841746235,0.9999995798650375,0.9999995798650375,0.9999996153633255,1.0,1.0,1.0,1.0,0.9999189930157397,0.9999081182636229,0.9999083250239346,0.9999083614116077,0.9999083640183561,0.999891472251243,0.999917555935785,0.859973229118622,1.0,0.7272857445608124,1.0,0.9999735968414085,0.9999986425793493,0.9999923191389273,0.9999952492891906,0.9999473301209616
s7d2.scene7.com,0.9999981333035574,0.9999992948250045,1.0,0.9999928841746235,0.9999995798650375,0.9999995798650375,0.9999996153633255,1.0,1.0,1.0,1.0,0.9999189930157397,0.9999081182636229,0.9999083250239346,0.9999083614116077,0.9999083640183561,0.999891472251243,0.999917555935785,0.859973229118622,0.7272857445608124,1.0,1.0,0.9999735968414085,0.9999986425793493,0.9999923191389273,0.9999952492891906,0.9999473301209616
www.netflix.com,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994668677928695,0.9948684961436403,0.9948684961436403,0.9994668677928695,1.0,1.0,1.0,1.0,1.0,0.9973009296598889,1.0,1.0,1.0,1.0,1.0,0.6716463643623851,0.38277727983076504,0.08758043920829302,0.03286564267041486,0.43953316159005335
web.prod.cloud.netflix.com,0.9990866866589585,0.9995875727572585,0.9999977147732941,0.9959679818894905,0.9998310418799813,0.9998310418799813,0.9998253415438753,0.9999266629375212,0.9971586470625555,0.9971586470625555,0.9999266629375212,1.0,1.0,1.0,1.0,1.0,0.9997975427751212,1.0,0.9999384243989545,0.9999735968414085,0.9999735968414085,0.6716463643623851,1.0,0.6077850910014807,0.3844116861359454,0.17238707937554124,0.6431417049034003
occ-0-768-769.1.nflxso.net,0.9881999343198941,0.9946737717983841,0.999965796532416,0.9490477372094364,0.9978122997764269,0.9978122997764269,0.9977367073868095,0.9998181135421632,0.9922025171456192,0.9922025171456192,0.9998181135421632,1.0,1.0,1.0,1.0,1.0,0.9995657190956843,1.0,0.9992781617846146,0.9999986425793493,0.9999986425793493,0.38277727983076504,0.6077850910014807,1.0,0.12281741849143955,0.010985611605294337,0.357589052041153
nflxvideo.net,0.6941221168713652,0.9477089957090359,0.9843824260265679,0.5788702475898356,0.9650457839297109,0.9650457839297109,0.9667621407774569,0.9993276550073075,0.995606792320047,0.995606792320047,0.9993276550073075,1.0,1.0,1.0,1.0,1.0,0.9976026502096277,1.0,0.9984261898692717,0.9999923191389273,0.9999923191389273,0.08758043920829302,0.3844116861359454,0.12281741849143955,1.0,0.0004898055913219812,0.14263109872049848
nflxso.net,0.9593046016913565,0.9814816488971937,0.9998802875395923,0.8327348722179424,0.9923638222384537,0.9923638222384537,0.9921007129559227,0.9993478502084624,0.9731476386151922,0.9731476386151922,0.9993478502084624,1.0,1.0,1.0,1.0,1.0,0.9982153573333151,1.0,0.9974758448336235,0.9999952492891906,0.9999952492891906,0.03286564267041486,0.17238707937554124,0.010985611605294337,0.0004898055913219812,1.0,0.02673635941294831
netflix.com,0.983496600091953,0.9974228336026737,0.9993340931339865,0.9758911309957709,0.9986273526353515,0.9986273526353515,0.9994601431048654,0.9998512535103234,0.9943578738979272,0.9943578738979272,0.9998512535103234,1.0,1.0,1.0,1.0,1.0,0.9993114146358781,1.0,0.9999369640076131,0.9999473301209616,0.9999473301209616,0.43953316159005335,0.6431417049034003,0.357589052041153,0.14263109872049848,0.02673635941294831,1.0
